"","file","Specificity"
"274","file274",0.0718144139543106
"275","file275",0.0830444374409077
"276","file276",0.085762976346912
"277","file277",0.0898870316690597
"278","file278",0.0844330961670874
"279","file279",0.0877473161210185
"280","file280",0.137313432835821
"281","file281",0.0872403560830861
"282","file282",0.104707435107787
"283","file283",0.0878331822302811
"284","file284",0.0926219404824793
"285","file285",0.0779169151262175
"286","file286",0.0922623850250121
"287","file287",0.0837371469093488
"288","file288",0.0991953568130853
"289","file289",0.0888278388278388
"290","file290",0.0916738914041679
"291","file291",0.0896916449865654
"292","file292",0.129411764705882
"293","file293",0.0929174788823912
"294","file294",0.0873489069168866
"295","file295",0.0860705228837097
"296","file296",0.0900564021065096
"297","file297",0.086506862555577
"298","file298",0.0830355794876956
"299","file299",0.0852214165596803
"300","file300",0.095296775518587
"301","file301",0.09721948333662
"302","file302",0.106095478506199
"303","file303",0.0993778469058993
"304","file304",0.0970422453367424
"305","file305",0.102073201945227
"306","file306",0.0906024474427361
"307","file307",0.0854667191807798
"308","file308",0.0940268648185196
"309","file309",0.0925215226636241
"310","file310",0.0917445517610582
"311","file311",0.0850888062783973
"312","file312",0.0906101571063208
"313","file313",0.090948395664124
"314","file314",0.110189075630252
"315","file315",0.0971760797342193
"316","file316",0.101878612716763
"317","file317",0.107930828861061
"318","file318",0.105755332015694
"319","file319",0.106971106853814
"320","file320",0.10076907230653
"321","file321",0.0931431944573896
"322","file322",0.0888333680338677
"323","file323",0.100415512465374
"324","file324",0.103906781583125
"325","file325",0.0998003992015968
"326","file326",0.104590324492899
"327","file327",0.0816714551292885
"328","file328",0.0775175644028103
"329","file329",0.0879985691289572
"330","file330",0.0827994485443192
"331","file331",0.0866804871728427
"332","file332",0.111250869774661
"333","file333",0.0945751320211234
"334","file334",0.10441097684386
"335","file335",0.0882700345266218
"336","file336",0.0898103459995921
"337","file337",0.0925704014379868
"338","file338",0.0929441768206291
"339","file339",0.107815736691546
"340","file340",0.123185648273987
"341","file341",0.113545622748077
"342","file342",0.107925801011804
"343","file343",0.0932224125275263
"344","file344",0.112747272243413
"345","file345",0.0970288502942443
"346","file346",0.097841857091041
"347","file347",0.121101312110131
"348","file348",0.0912237686594072
"349","file349",0.104024585332997
"350","file350",0.0944618031970294
"351","file351",0.0974278352766496
"352","file352",0.0935141302439881
"353","file353",0.0607614408409178
"354","file354",0.072120089109117
"355","file355",0.0809963183491659
"356","file356",0.0934878936540592
"357","file357",0.0842088098954087
"358","file358",0.0663202267606657
"359","file359",0.0901198337001712
"360","file360",0.0653982216273066
"361","file361",0.0814614935822637
"362","file362",0.0576017723622265
"363","file363",0.0617954638055141
"364","file364",0.0966472532661735
"365","file365",0.0841360770633981
"366","file366",0.0900952435431742
"367","file367",0.08678192019595
"368","file368",0.0875042829656572
"369","file369",0.0871115393880992
"370","file370",0.0828296281118738
"371","file371",0.0908197871593966
"372","file372",0.104041120170152
"373","file373",0.0777522595940139
"374","file374",0.0887367244270542
"375","file375",0.0857743422836995
"376","file376",0.0849434925264309
"377","file377",0.0810139331878462
"378","file378",0.0816149662303508
"379","file379",0.0894240156199154
"380","file380",0.106804238706079
"381","file381",0.102534113060429
"382","file382",0.0891568058346357
"383","file383",0.0892772567964384
"384","file384",0.0952333762758894
"385","file385",0.0884452073358027
"386","file386",0.0931854038373454
"387","file387",0.0944667015038031
"388","file388",0.0909411847772365
"389","file389",0.0974471188913202
"390","file390",0.105919003115265
"391","file391",0.125362442435613
"392","file392",0.13898847631242
"393","file393",0.154498772047332
"394","file394",0.166805301391893
"395","file395",0.111391912908243
"396","file396",0.115846544506211
"397","file397",0.109928116099281
"398","file398",0.110560815731974
"399","file399",0.108786610878661
"400","file400",0.110758237395792
"401","file401",0.0997375328083989
"402","file402",0.0894509561998766
"403","file403",0.0950694042799306
"404","file404",0.10963555421414
"405","file405",0.107445273787869
"406","file406",0.101986339012326
"407","file407",0.115746250892645
"408","file408",0.149008740140695
"409","file409",0.118880548302872
"410","file410",0.120372767279317
"411","file411",0.119900205459348
"412","file412",0.103246373040141
"413","file413",0.0903240290353962
"414","file414",0.0875488094888582
"415","file415",0.0696427063096545
"416","file416",0.13439699468889
"417","file417",0.0752174654613679
"418","file418",0.0907564226247901
"419","file419",0.0763104668801618
"420","file420",0.0832606800348736
"421","file421",0.104024724309897
"422","file422",0.0982609440589394
"423","file423",0.103842159916926
"424","file424",0.115127455077309
"425","file425",0.109495876902151
"426","file426",0.111447184737087
"427","file427",0.0987972508591065
"428","file428",0.0956005197698162
"429","file429",0.100578273440727
"430","file430",0.0942977710452283
"431","file431",0.106882801664355
"432","file432",0.112202627529885
"433","file433",0.0945649059126946
"434","file434",0.10293766419871
"435","file435",0.111367410961432
"436","file436",0.11319785363626
"437","file437",0.0960721868365181
"438","file438",0.0656755863891642
"439","file439",0.09148456996774
"440","file440",0.148260046592895
"441","file441",0.0730128539436144
"442","file442",0.0804481824989919
"443","file443",0.092374457532548
"444","file444",0.0756468438734013
"445","file445",0.0806972240154939
"446","file446",0.0640792237671301
"447","file447",0.161854967037963
"448","file448",0.135561911571922
"449","file449",0.0904400606980273
"450","file450",0.0659072416598861
"451","file451",0.0978806091554069
"452","file452",0.0864737674179198
"453","file453",0.0730434782608696
"454","file454",0.108082165482818
"455","file455",0.0936483066168495
"456","file456",0.114077911726612
"457","file457",0.107148893020112
"458","file458",NA
"459","file459",0.0943039470574332
"460","file460",0.0839377508626153
"461","file461",0.0814655696510355
"462","file462",0.0856762355726546
"463","file463",0.0998928611706327
"464","file464",0.0953624202621592
"465","file465",0.0988988944365193
"466","file466",0.0918765627858755
"467","file467",0.10228562165667
"468","file468",0.0779466096280452
"469","file469",0.0786680362951549
"470","file470",0.104169141228174
"471","file471",0.0950890916992612
"472","file472",0.0460293373798685
"473","file473",0.0762548262548263
"474","file474",0.0624092888243832
"475","file475",0.0509498823955129
"476","file476",0.150415721844293
"477","file477",0.0698561062599926
"478","file478",0.0863847583643123
"479","file479",0.0824541681079211
"480","file480",0.0792111804309536
"481","file481",0.0655785064278492
"482","file482",0.0998056335420973
"483","file483",0.0839281548868673
"484","file484",0.0956720820675384
"485","file485",0.102601023252964
"486","file486",0.101995866869698
"487","file487",0.0999543703102819
"488","file488",0.102736406810325
"489","file489",0.08991072133997
"490","file490",0.084439828894988
"491","file491",0.104753357677787
"492","file492",0.0946975587000466
"493","file493",0.0979221845040475
"494","file494",0.153303637713437
"495","file495",0.123745819397993
"496","file496",0.0827647207480414
"497","file497",0.0694822888283379
"498","file498",0.0799949290060852
"499","file499",0.0808002481389578
"500","file500",0.0988575780654989
"501","file501",0.117799018341514
"502","file502",0.116213512776212
"503","file503",0.116467065868263
"504","file504",0.118101433072467
"505","file505",0.0999398677089597
"506","file506",0.113568834598878
"507","file507",0.0683972163923561
"508","file508",0.104697812863983
"509","file509",0.098797958175531
"510","file510",0.101058279922492
"511","file511",0.083943661971831
"512","file512",0.0825517290756784
"513","file513",0.0657276995305164
"514","file514",0.0808749460354008
"515","file515",0.0782446093613043
"516","file516",0.107830271216098
"517","file517",0.100207958831201
"518","file518",0.0911102225776356
"519","file519",0.0990547197443749
"520","file520",0.0871279163314562
"521","file521",0.0854053550206231
"522","file522",0.080982947545873
"523","file523",0.0975965965012541
"524","file524",0.0764141384037671
"525","file525",0.0749945734751465
"526","file526",0.0733103601600711
"527","file527",0.106651760760201
"528","file528",0.0959131075110457
"529","file529",0.0937737281700835
"530","file530",0.0863140676117775
"531","file531",0.0836180713743356
"532","file532",0.0923130923130923
"533","file533",0.0817545553276216
"534","file534",0.0888283378746594
"535","file535",0.0833391841606403
"536","file536",0.0955801104972376
"537","file537",0.0997719946536677
"538","file538",0.118197924576057
"539","file539",0.0920847564412906
"540","file540",0.0950864209096445
"541","file541",0.071990785179497
"542","file542",0.139113633619128
"543","file543",0.156592546194801
"544","file544",0.13930246787681
"545","file545",0.140487523438627
"546","file546",0.11333465425005
"547","file547",0.107284873548592
"548","file548",0.132745024408562
"549","file549",0.0946933962264151
"550","file550",0.125873311597578
"551","file551",0.102483585498144
"552","file552",0.098217260913029
"553","file553",0.0988666505907885
"554","file554",0.116678012253233
"555","file555",0.0711225364181662
"556","file556",0.0749921801689084
"557","file557",0.118146919607916
"558","file558",0.114381150130902
"559","file559",0.116484820346153
"560","file560",0.125080888697153
"561","file561",0.0927370948379352
"562","file562",0.0943341404358354
"563","file563",0.0910761878503814
"564","file564",0.0971582009398076
"565","file565",0.0858010873041254
"566","file566",0.0877115240812031
"567","file567",0.0981030418677742
"568","file568",0.0805840995132504
"569","file569",0.0864976187411507
"570","file570",0.0671924036372415
"571","file571",0.0974568735550418
"572","file572",0.0958062818038252
"573","file573",0.105390110399852
"574","file574",0.106170598911071
"575","file575",0.100793726690255
"576","file576",0.0951991068105694
"577","file577",0.096586560538803
"578","file578",0.1017578006204
"579","file579",0.0984312224985651
"580","file580",0.0898402279366682
"581","file581",0.0525088946141578
"582","file582",0.00510204081632653
"583","file583",0.0975737781406742
"584","file584",0.0883048842318743
"585","file585",0.102838709677419
"586","file586",0.105765430007341
"587","file587",0.108563475203282
"588","file588",0.10348808443968
"589","file589",0.108843963197096
"590","file590",0.089416593374377
"591","file591",0.0756104202595988
"592","file592",0.0982601818900751
"593","file593",0.099391146947507
"594","file594",0.0926470588235294
"595","file595",0.0860024774376217
"596","file596",0.0868539786710418
"597","file597",0.066664963205233
"598","file598",0.0769230769230769
"599","file599",0.106510219530659
"600","file600",0.108263253063919
"601","file601",0.0847165674913874
"602","file602",0.0973692653192172
"603","file603",0.0976580555698218
"604","file604",0.0763211491049416
"605","file605",0.0634571847116793
"606","file606",0.0782746629247758
"607","file607",0.0668496435106316
"608","file608",0.12743858877837
"609","file609",0.124129800134741
"610","file610",0.104101479915433
"611","file611",0.129646840148699
"612","file612",0.103805260212647
"613","file613",0.167559125390451
"614","file614",0.0743434343434344
"615","file615",0.0959288722508189
"616","file616",0.0840650265148222
"617","file617",0.0869526738500343
"618","file618",0.0896702557200538
"619","file619",0.08011634056055
"620","file620",0.0907245362268113
"621","file621",0.0785284439569561
"622","file622",0.0903692318440633
"623","file623",0.0853634692840105
"624","file624",0.0787676744453385
"625","file625",0.0831152715206777
"626","file626",0.080414276498178
"627","file627",0.0746797033041133
"628","file628",0.096429438911829
"629","file629",0.0851414795076767
"630","file630",0.0993360891895277
"631","file631",0.0830534745543787
"632","file632",0.0925127713920817
"633","file633",0.103001017293998
"634","file634",0.105155786350148
"635","file635",0.10197628458498
"636","file636",0.103780230100963
"637","file637",0.0999460722631674
"638","file638",0.0839041095890411
"639","file639",0.0807759754493643
"640","file640",0.0934470076897359
"641","file641",0.105377681069319
"642","file642",0.0921908893709328
"643","file643",0.105560905151661
"644","file644",0.0719458738326663
"645","file645",0.107500190941725
"646","file646",0.0829077801141484
"647","file647",0.0976779404341242
"648","file648",0.0953086419753086
"649","file649",0.0995107263831389
"650","file650",0.0841027362766493
"651","file651",0.120978704123244
"652","file652",0.105554588194324
"653","file653",0.0759591285907075
"654","file654",0.0968419352233261
"655","file655",0.0993589743589744
"656","file656",0.0947579490117445
"657","file657",0.0988291956463189
"658","file658",0.0887181892811071
"659","file659",0.0776176419517277
"660","file660",0.0887143633671346
"661","file661",0.0928724434402418
"662","file662",0.101103031293406
"663","file663",0.0932258729722299
"664","file664",0.275473507552146
"665","file665",0.102254336577694
"666","file666",0.0813920137671691
"667","file667",0.136070502851218
"668","file668",0.301383399209486
"669","file669",0.10696594797674
"670","file670",0.1068
"671","file671",0.11548353909465
"672","file672",0.0930335749149534
"673","file673",0.0980144973211472
"674","file674",0.0813980225339158
"675","file675",0.0974063400576369
"676","file676",0.0632822669470311
"677","file677",0.100103573278094
"678","file678",0.10273127753304
"679","file679",0.0991857883049593
"680","file680",0.0805808811486597
"681","file681",0.0788422684771884
"682","file682",0.0874181560785702
"683","file683",0.0814138351758051
"684","file684",0.0726557482337829
"685","file685",0.0892701048951049
"686","file686",0.0847314014573801
"687","file687",0.112371521684633
"688","file688",0.109193408499566
"689","file689",0.111271036315323
"690","file690",0.128780673387864
"691","file691",0.127590556857091
"692","file692",0.141241001028454
"693","file693",0.131417288284335
"694","file694",0.134053479723747
"695","file695",0.0724244070251675
"696","file696",0.0959588644264195
"697","file697",0.140737770649559
"698","file698",0.106485445205479
"699","file699",0.111853407138767
"700","file700",0.092133482027966
"701","file701",0.126430205949657
"702","file702",0.105454545454545
"703","file703",0.124686192468619
"704","file704",0.130428571428571
"705","file705",0.107255904553202
"706","file706",0.133160621761658
"707","file707",0.124114285714286
"708","file708",0.124010980138866
"709","file709",0.11990171990172
"710","file710",0.135335756648173
"711","file711",0.130757855822551
"712","file712",0.114509360877986
"713","file713",0.108122941822173
"714","file714",0.11690296737469
"715","file715",0.109348475092197
"716","file716",0.0847044765143855
"717","file717",0.100108438485804
"718","file718",0.0992638096631076
"719","file719",0.0854756908009794
"720","file720",0.086139683434315
"721","file721",0.100730422965857
"722","file722",0.14321682464455
"723","file723",0.0939251197920897
"724","file724",0.0838938211819568
"725","file725",0.0819586733807953
"726","file726",0.0715354511970534
"727","file727",0.0799107595578542
"728","file728",0.0615721508388884
"729","file729",0.0988382646578326
"730","file730",0.118066996155958
"731","file731",0.0924698795180723
"732","file732",0.0698919197117859
"733","file733",0.0828573664032548
"734","file734",0.0920468308437626
"735","file735",0.0887638693545867
"736","file736",0.0889211417513304
"737","file737",0.0840045216899816
"738","file738",0.0863944138806602
"739","file739",0.0855603770761634
"740","file740",0.0869293796332423
"741","file741",0.0843851424450054
"742","file742",0.0793446244477172
"743","file743",0.0919870933046518
"744","file744",0.0990642329020333
"745","file745",0.0865471013190526
"746","file746",0.0761471799971587
"747","file747",0.0631727806154755
"748","file748",0.0809238363892807
"749","file749",0.21341926288556
"750","file750",0.0801381215469613
"751","file751",0.0845125709014543
"752","file752",0.08512
"753","file753",0.0687912276192924
"754","file754",0.0711491220089164
"755","file755",0.0727311380923135
"756","file756",0.069803270917279
"757","file757",0.0696060420493978
"758","file758",0.0638407413763515
"759","file759",0.0882925154497597
"760","file760",0.0817043864997669
"761","file761",0.103349062032455
"762","file762",0.0776265453888716
"763","file763",0.113141025641026
"764","file764",0.0824073922106058
"765","file765",0.090232949761437
"766","file766",0.088733718813149
"767","file767",0.077661338159916
"768","file768",0.1145772932854
"769","file769",0.0859431900946832
"770","file770",0.0899423484780596
"771","file771",0.0986308834548055
"772","file772",0.0796915167095116
"773","file773",0.0894538606403013
"774","file774",0.0908433983689481
"775","file775",0.0885831381733021
"776","file776",0.0963632404181185
"777","file777",0.0839302797675992
"778","file778",0.0904613985908023
"779","file779",0.0851962580769602
"780","file780",0.0916406634915421
"781","file781",0.0824249009779523
"782","file782",0.0833654805453941
"783","file783",0.0837659049186554
"784","file784",0.089171618575713
"785","file785",0.0956899803458339
"786","file786",0.104011139906394
"787","file787",0.0787126203750634
"788","file788",0.0791902243297465
"789","file789",0.0899197712288506
"790","file790",0.0731367217457993
"791","file791",0.085500917663439
"792","file792",0.0826101656711372
"793","file793",0.0772856365943562
"794","file794",0.0829177281044814
"795","file795",0.08564132076829
"796","file796",0.0814610710753144
"797","file797",0.0787120869171571
"798","file798",0.0865541011540547
"799","file799",0.0684175678658133
"800","file800",0.0806877752149298
"801","file801",0.0844203363718064
"802","file802",0.0825299389922422
"803","file803",0.0784969025105967
"804","file804",0.0754979832680539
"805","file805",0.0862193217760339
"806","file806",0.0888553158597428
"807","file807",0.0925515481227752
"808","file808",0.0945145389589834
"809","file809",0.0959413704000713
"810","file810",0.0718061371593327
"811","file811",0.0959241952232606
"812","file812",0.084798762650886
"813","file813",0.0814754098360656
"814","file814",0.0872558347792019
"815","file815",0.0913264880207029
"816","file816",0.0927688172043011
"817","file817",0.099968714653575
"818","file818",0.0903589602530601
"819","file819",0.0758737170326101
"820","file820",0.0681835025568813
"821","file821",0.0833153231035228
"822","file822",0.0854530535693354
"823","file823",0.0951998162609095
"824","file824",0.0955631399317406
"825","file825",0.127224323945635
"826","file826",0.080672268907563
"827","file827",0.0921838483510776
"828","file828",0.0904830569574621
"829","file829",0.067939178259463
"830","file830",0.0995589161940769
"831","file831",0.111829165495926
"832","file832",0.102600250626566
"833","file833",0.0987768717568569
"834","file834",0.0658940087858678
"835","file835",0.0904209621993127
"836","file836",0.0882864958965432
"837","file837",0.0983806178006074
"838","file838",0.114867332035054
"839","file839",0.108356705570132
"840","file840",0.0959159859976663
"841","file841",0.102789416975937
"842","file842",0.101396444394594
"843","file843",0.0888536230224302
"844","file844",0.0995212899974805
"845","file845",0.101581066807499
"846","file846",0.115151867799372
"847","file847",0.0906284053759535
"848","file848",0.0906620073772083
"849","file849",0.128071226778529
"850","file850",0.111360518767926
"851","file851",0.0976393523668273
"852","file852",0.0731802257687816
"853","file853",0.0892152564664621
"854","file854",0.0871991146361708
"855","file855",0.0803173241852487
"856","file856",0.0911985444621333
"857","file857",0.0973305832062894
"858","file858",0.0855372574596446
"859","file859",0.089519056261343
"860","file860",0.0854583496796129
"861","file861",0.0748236167842555
"862","file862",0.0754606419688782
"863","file863",0.103282204864624
"864","file864",0.10331960529589
"865","file865",0.082926441983248
"866","file866",0.071884252079515
"867","file867",0.0880997355496789
"868","file868",0.0905101664824306
"869","file869",0.128541418270596
"870","file870",0.145331593308815
"871","file871",0.110114107883817
"872","file872",0.11622324464893
"873","file873",0.128497513437484
"874","file874",0.133881928713421
"875","file875",0.111703649748966
"876","file876",0.102059877820972
"877","file877",0.109086462027638
"878","file878",0.106646400442172
"879","file879",0.111739582130902
"880","file880",0.112354867520095
"881","file881",0.109999440016426
"882","file882",0.121634573494816
"883","file883",0.12268693079645
"884","file884",0.108939253517567
"885","file885",0.100992810681274
"886","file886",0.104823956093334
"887","file887",0.207729468599034
"888","file888",0.0848777127109886
"889","file889",0.106767439840153
"890","file890",0.10279502106719
"891","file891",0.138202492893068
"892","file892",0.129332983193277
"893","file893",0.116988981335732
"894","file894",0.116555308092056
"895","file895",0.121296472831268
"896","file896",0.120441458733205
"897","file897",0.100252177900046
"898","file898",0.102675495101417
"899","file899",0.0859359654291888
"900","file900",0.0938680970376691
"901","file901",0.0869269619269619
"902","file902",0.0420716282785248
"903","file903",0.0438283828382838
"904","file904",0.0773162939297125
"905","file905",0.0910224438902743
"906","file906",0.104288856304985
"907","file907",0.102143693670757
"908","file908",0.100362956445227
"909","file909",0.107638365254109
"910","file910",0.114311787072243
"911","file911",0.106089407446251
"912","file912",0.0963053662691652
"913","file913",0.105188115168798
"914","file914",0.076152579582876
"915","file915",0.0605798889574337
"916","file916",0.0865859129654554
"917","file917",0.0833158005470229
"918","file918",0.0858077174623937
"919","file919",0.0765537110714776
"920","file920",0.0981568039509657
"921","file921",0.105708787684413
"922","file922",0.0962035936516815
"923","file923",0.111007967819293
"924","file924",0.104787369493252
"925","file925",0.0942884671402003
"926","file926",0.0997743961780058
"927","file927",0.117666592871375
"928","file928",0.0912990196078431
"929","file929",0.0908433983689481
"930","file930",0.0885831381733021
"931","file931",0.0963632404181185
"932","file932",0.0915704387990762
"933","file933",0.0986771058315335
"934","file934",0.104053116638589
"935","file935",0.0924893953256259
"936","file936",0.0812200137080192
"937","file937",0.0915597569209993
"938","file938",0.096539883782356
"939","file939",0.0777065589604004
"940","file940",0.0956747059996014
"941","file941",0.0779893485080616
"942","file942",0.0728620296465222
"943","file943",0.096038950616183
"944","file944",0.0858218249245842
"945","file945",0.0720448133458723
"946","file946",0.117331994309147
"947","file947",0.130487371042334
"948","file948",0.0902453403473765
"949","file949",0.0683445792109947
"950","file950",0.100233918128655
"951","file951",0.0970128022759602
"952","file952",0.0892407340770061
"953","file953",0.0998323111202995
"954","file954",0.104906819292245
"955","file955",0.111206159110351
"956","file956",0.0796740121173127
"957","file957",0.0986582115614374
